_id,username,year,month,income.Petty cash,income.Allowance,income.Other,income.Part-time,income.Salary,income.Rental Income,expenses.Utilities,expenses.Apparel,expenses.Social Life,expenses.Household,expenses.Food,expenses.Self-development,expenses.Transportation,expenses.Gift,comments[0],comments[1],comments[2],comments[3],comments[4],comments[5],comments[6],comments[7],comments[8],comments[9],comments[10],comments[11],comments[12],comments[13],comments[14],comments[15],comments[16],comments[17],comments[18],comments[19],comments[20],comments[21],comments[22],comments[23],comments[24],comments[25],comments[26],comments[27],comments[28],comments[29],comments[30],comments[31],comments[32],comments[33],comments[34],comments[35],comments[36],comments[37],comments[38],comments[39],comments[40],comments[41],comments[42],comments[43],comments[44],comments[45],comments[46],comments[47],comments[48],comments[49],comments[50],comments[51],comments[52],comments[53],comments[54],comments[55],comments[56],comments[57],comments[58],comments[59],comments[60],comments[61],comments[62],comments[63],comments[64],comments[65],comments[66],comments[67],comments[68],comments[69],comments[70],comments[71],comments[72],comments[73],comments[74],comments[75],comments[76],comments[77],comments[78],comments[79],comments[80],comments[81],comments[82],comments[83],comments[84],comments[85],comments[86],comments[87],comments[88],comments[89],comments[90],comments[91],expenses.Rent,expenses.Groceries,expenses.Car,expenses.Beauty,expenses.Education,expenses.Other,expenses.Movie,key,income.Object,income[0],income[1],income[2],income[3],income[4],income[5],comment,income.Part-Time,comments,income.Pocket Money,income.Other Income,expenses.Trip,expenses.Transport,expenses.Other Expenses,income.Trading,expenses.Parties,income.,expenses.,expenses.Gifts,expenses.Grocery,expenses.Credit-card,expenses.Travel,expenses.Shopping
655154a8bd356602305825a2,angeladennis,2016,August,52.03,1643.17,2601.02,1635.64,4945.7,1253.23,,,,4360.14,,3878.87,,,Teach customer tell culture.,Wonder around bad wish clear.,Itself special great off guess.,Owner hot management stop political.,List no production.,Writer goal final give exist card.,Project own tree hear sing seek deep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.92,3059.71,4535.86,,4839.7,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825a3,angeladennis,2016,December,,,1226.19,1350.82,4223.68,4809.94,2632.28,1253.67,469.44,,2914.78,,,,Happy major country administration.,Stock live cover sound of ahead change.,Or strong watch myself.,Respond see three respond major turn business.,Similar indicate industry big record.,Least would security first ability establish discover garden.,Couple pretty our professional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3014.66,2294.77,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825a4,angeladennis,2016,February,4843.32,3384.63,4212.14,,,3536.05,,,,,,,,2095.18,Outside commercial common reach perform.,Remain final study challenge.,Blood force fact assume.,Do ahead seat rock.,Miss black away vote character goal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3813.73,2405.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825a5,angeladennis,2016,January,,,865.88,,,2652,,3202.36,,3261.66,,,3350.21,,Surface still computer it a run.,Officer something know else speech.,Wind never sing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825a6,angeladennis,2016,July,248.15,2938.63,64.77,,2927.41,3457.74,,,,,,,,,Choose picture network eat call huge.,Entire eye pick under arm even other.,Letter performance great.,Thousand loss player page which knowledge interesting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4631.65,,,502.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825a7,angeladennis,2016,June,4631.69,2516.15,,,,,,3524.8,,,,,,4552.52,Economic ten capital look also.,Candidate process indeed help energy only even.,Cell born leg third girl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4343.92,1093.52,3471.6,,3398.18,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825aa,angeladennis,2016,November,4877.11,,,2185.35,4243.54,,1653.39,1304.79,,,1101.53,,,3161.71,Where president cut.,System free win of scene fast.,Identify alone key fill fear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4107.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ab,angeladennis,2016,October,2400.68,4208.67,,1537.96,,4077.7,,343.18,,2035.43,1171.54,,,,Specific section positive movement catch hard take.,Free think interest father entire food so.,Ability standard program reach significant sing begin.,Support but until dream dream.,House without lay.,Sound argue especially paper.,Five team establish machine coach month.,In education director same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ac,angeladennis,2016,September,476.31,,,1923.18,,3724.07,4263.93,908.06,,,,4027.31,,,Act main house.,Good mean so stay product.,Country if third but administration indeed force agree.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294.1,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ad,angeladennis,2017,April,,4166.21,,4299.51,795.77,,,,1425.76,2103.58,,,1485.96,,South military partner.,Cover large large fine bring really.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3591.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ae,angeladennis,2017,August,4078.72,347.92,4853.83,,,4896.02,,2948.02,,912.71,,,,,Although professional back national green even practice.,On before head.,Boy become second analysis head idea.,Pretty bit few none.,We three million impact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4385.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825af,angeladennis,2017,December,,,1193.34,4145.73,1069.71,1222.71,,2388.59,,,2840.05,,,,Ability term create hand identify.,Good chair she.,Thousand suddenly brother city.,They board push standard collection.,Size visit how.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3061.65,2196.28,2338.54,2606.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b0,angeladennis,2017,February,4996.14,,3817.76,,2359.06,,897.21,,,,,,2040.65,,Stage idea speech you.,Up when do level often husband.,Fish research build room point.,Property civil hand per.,Leg professional step popular themselves.,Realize join analysis your type baby.,Country concern apply hope why.,Win reason sometimes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4413.64,,,3930.81,4678.33,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b1,angeladennis,2017,January,225.49,3929.92,,,,2967.12,,4167.74,689.59,,,,1399.38,,Process political close study necessary.,Day like free stock standard pick everything.,Director these she campaign use.,Stuff however determine reduce establish.,Affect truth at check.,Look special everyone father song long in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.65,3523.02,4746.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b2,angeladennis,2017,July,4872.41,4204.26,,,,,,2463.17,801.02,,3797.53,,,,Hit property oil education industry.,Particularly hair answer blood popular business discover.,Page act significant great.,Line audience to thought adult visit edge.,Service call base sell their help yourself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902.13,,2834.63,2353.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b3,angeladennis,2017,June,2608.75,3674.19,3910.57,2202.91,3157.54,,2837.98,,1960.53,,,,4067.39,3314.65,Beat movie spend administration.,Movement memory course once someone figure cold same.,Recognize audience similar parent natural issue skin.,Bill feel time score son something.,Outside item sport measure dark project offer.,Experience us training return.,Forget trial her five tell organization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4535,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b4,angeladennis,2017,March,,1156.34,3510.59,,3722.51,,,1055.5,346,,,,,3821.83,Magazine I understand assume try.,Also their game care community.,Democratic scientist court effort staff with left.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b5,angeladennis,2017,May,4427.82,4696.39,3795.56,2073.71,,4530.56,,4181.72,2560.02,3994.59,3128.93,871.4,1130.06,,He lead close research.,Heart despite treat.,Inside born also teacher when to fast.,These buy far before treatment.,Offer pick middle skill analysis hear save.,Bed wall society share drop.,Until billion teacher room there.,Never food agent shoulder huge partner enough ever.,Growth require decision daughter argue exactly wear blue.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.11,1437.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b6,angeladennis,2017,November,,,3521.5,,,2975.77,1748.15,,,,,,,,Tax social purpose sound.,Common hospital energy never treat address.,High stuff challenge song local light.,Choice green wife strong market age model.,Bank building this many find.,Do force society couple else son.,Start close base reveal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.57,422.92,598.05,,2111.86,277.48,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b7,angeladennis,2017,October,,,4129.72,821.13,2236.83,3516.28,,,,,,,1014.95,,Its news again dream probably.,Reason computer project investment pay we.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.35,1495.28,932.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b8,angeladennis,2017,September,,2512.78,,,4695.04,4766.92,398.27,,3921.79,,,,3901.04,1234.79,Main force benefit girl.,Amount course knowledge rock international either.,Some message against inside white manager.,Father scientist visit indicate away leg.,Left election hit simple those challenge dream leader.,A believe cup themselves want.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825b9,angeladennis,2018,April,1082.56,3249.9,,3349.92,2734.41,,3880.97,,,,,1791.76,,4489.95,Risk too you.,Throughout cost similar move able.,Win well pass yard buy market.,Water herself spring executive manager although.,Enter question thought both.,Reality well total Democrat medical kitchen.,Condition what dog large less.,Ball poor human modern design.,Detail step hard only gas nearly large.,Crime still control agency property.,Ball sport court side.,Front gun attorney wife society full various perform.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.68,731.15,2478.19,2785.11,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825ba,angeladennis,2018,August,,4375.9,2720.45,,1240.91,818.13,,,,2660.12,,,,,Surface court place choice activity suddenly.,Blue street notice simple newspaper threat lead.,Off personal success site walk.,How hope husband as current treat plant involve.,Defense name street significant read big certainly.,Thus design just.,Learn early soldier.,Test decade each.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3371.5,,,,,1161.5,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825bb,angeladennis,2018,December,3473.8,,2235.07,893.4,3156.14,,,,,192.32,3942.13,,,2408.75,Spring find international.,Call stay rest wear during its foreign.,Occur experience summer north yard staff measure.,Could help suggest task film go listen.,Long administration environmental drive.,Perhaps citizen commercial local camera.,Push network three draw.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.86,,1453.34,,336.03,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825bc,angeladennis,2018,February,1962.83,636.32,3560.25,2156.39,3721.23,,2490.9,,,,,,,,Carry middle prepare nature news nature.,Letter right later order protect.,Star stock heart unit skill teach drop.,Left put than.,Pretty modern lead.,Help center help buy night full memory.,Attack industry which head protect speak special.,Others word example way my participant.,Stay PM piece challenge score.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1871.44,3344.72,,3672.91,,4032.19,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825bd,angeladennis,2018,January,3826.78,307.42,4987.59,,632.93,,,,,,305.46,3616.8,,,Theory finally meeting above approach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.54,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825be,angeladennis,2018,July,436.4,,,4214.12,2803.44,3641.66,,1527.53,,736.97,,,4560.55,,Rather forward prove play nearly anyone couple.,Couple vote morning.,Family foreign debate magazine.,Yourself time have turn everything language.,Forward individual land far many sort.,Realize order same watch why take especially necessary.,Again likely line above represent.,Tough what discover most whose outside candidate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568.9,,,2513.6,936.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825bf,angeladennis,2018,June,2328.7,1846.1,2515.06,4912.34,,,,4226.61,,4305.28,887.17,,,,Role order hotel career.,Total job ability nothing last certainly then.,Hold kind word involve.,Them recently off structure current writer become.,Whatever own instead image our candidate product policy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c0,angeladennis,2018,March,,1894.64,,,610,,,4549.87,,,2684.67,,3918.37,3301.27,Can most discussion before here.,Ago fast risk development will environmental fast police.,Look seem save another research head.,Specific likely daughter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3097.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c1,angeladennis,2018,May,1134.54,,2066.98,3450.05,3448.12,932.46,,2432.11,,,,,1626.95,,Eye top over today.,Past sign American seek more.,Within whole operation.,Hotel include perform case difficult find run state.,Sort ahead others.,Religious defense environment every.,Ahead matter past several public candidate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c2,angeladennis,2018,November,,1773.23,,,4877.41,,,,550.33,,151.99,424.68,,,Lot check around edge.,Real rock investment carry simply within state physical.,Activity them measure news her person Mr.,Choice factor agent father commercial Mr.,Quickly change major.,Certainly on door.,Summer service center career hold.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c3,angeladennis,2018,October,3219.57,,1431.63,3668.81,,3920.7,,,,,,,,,Success themselves particularly.,Industry prevent seem a.,Later nothing girl today second.,Conference why create them miss hundred.,Finish loss great ten think.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c4,angeladennis,2018,September,3285.43,2192.24,733.31,1866.28,3910.14,4278.8,3680.41,,382.99,,,,,3295.81,Boy natural expert responsibility recently network.,Ten from picture leave.,Public worker television rest doctor subject write.,Owner public peace lose.,Air policy watch kid her concern.,Student provide system send course what hear issue.,Answer car room else west.,Camera many doctor hand.,Of main them short sure friend article.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.55,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c5,angeladennis,2019,April,2257.79,,,68.93,2581.87,3172.4,2395.24,48.93,,,,,,2907.69,Focus chance buy develop.,Clear about six indicate then.,Arm usually way rather.,You figure family.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064.14,4246.06,,,,,,,,,,,,,,,,,,,,,,,,,,
655154a8bd356602305825c6,angeladennis,2019,August,2696.4,435.35,4061.61,,,2392.17,,,,,628.75,2531.93,,901.46,Center theory throughout property idea authority piece customer.,Last field citizen threat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
